system:index,date,precip_mm,.geo
1196,2008-04-11,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1197,2008-04-12,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1198,2008-04-13,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1199,2008-04-14,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1200,2008-04-15,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1201,2008-04-16,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1202,2008-04-17,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1203,2008-04-18,0.10059803687499415,"{""type"":""MultiPoint"",""coordinates"":[]}"
1204,2008-04-19,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1205,2008-04-20,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1206,2008-04-21,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1207,2008-04-22,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1208,2008-04-23,0.7698593447711631,"{""type"":""MultiPoint"",""coordinates"":[]}"
1209,2008-04-24,0.38031682778498704,"{""type"":""MultiPoint"",""coordinates"":[]}"
1210,2008-04-25,1.4009132153844606,"{""type"":""MultiPoint"",""coordinates"":[]}"
1211,2008-04-26,0.1875011421234784,"{""type"":""MultiPoint"",""coordinates"":[]}"
1212,2008-04-27,0.006823224230868153,"{""type"":""MultiPoint"",""coordinates"":[]}"
1213,2008-04-28,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1214,2008-04-29,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1215,2008-04-30,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1216,2008-05-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1217,2008-05-02,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1218,2008-05-03,0.26525909652961605,"{""type"":""MultiPoint"",""coordinates"":[]}"
1219,2008-05-04,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1220,2008-05-05,0.3649400802076525,"{""type"":""MultiPoint"",""coordinates"":[]}"
1221,2008-05-06,0.0016588252316210004,"{""type"":""MultiPoint"",""coordinates"":[]}"
1222,2008-05-07,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1223,2008-05-08,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1224,2008-05-09,0.9614239214228872,"{""type"":""MultiPoint"",""coordinates"":[]}"
1225,2008-05-10,6.185793371410847,"{""type"":""MultiPoint"",""coordinates"":[]}"
1226,2008-05-11,0.21606911301853748,"{""type"":""MultiPoint"",""coordinates"":[]}"
1227,2008-05-12,0.8124277711597663,"{""type"":""MultiPoint"",""coordinates"":[]}"
1228,2008-05-13,5.108059726449655,"{""type"":""MultiPoint"",""coordinates"":[]}"
1229,2008-05-14,0.0010170833222173678,"{""type"":""MultiPoint"",""coordinates"":[]}"
1230,2008-05-15,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1231,2008-05-16,1.600677932426909,"{""type"":""MultiPoint"",""coordinates"":[]}"
1232,2008-05-17,4.006079160514472,"{""type"":""MultiPoint"",""coordinates"":[]}"
1233,2008-05-18,0.18259400588373734,"{""type"":""MultiPoint"",""coordinates"":[]}"
1234,2008-05-19,0.34096007962387936,"{""type"":""MultiPoint"",""coordinates"":[]}"
1235,2008-05-20,2.952925197036767,"{""type"":""MultiPoint"",""coordinates"":[]}"
1236,2008-05-21,0.09411142610115514,"{""type"":""MultiPoint"",""coordinates"":[]}"
1237,2008-05-22,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1238,2008-05-23,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1239,2008-05-24,2.417524590208676,"{""type"":""MultiPoint"",""coordinates"":[]}"
1240,2008-05-25,3.614975066022525,"{""type"":""MultiPoint"",""coordinates"":[]}"
1241,2008-05-26,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1242,2008-05-27,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1243,2008-05-28,0.8395411162340436,"{""type"":""MultiPoint"",""coordinates"":[]}"
1244,2008-05-29,1.2825271362447148,"{""type"":""MultiPoint"",""coordinates"":[]}"
1245,2008-05-30,6.314884459777423,"{""type"":""MultiPoint"",""coordinates"":[]}"
1246,2008-05-31,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1247,2008-06-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1248,2008-06-02,1.0556983725445666,"{""type"":""MultiPoint"",""coordinates"":[]}"
1249,2008-06-03,0.5752612576332841,"{""type"":""MultiPoint"",""coordinates"":[]}"
1250,2008-06-04,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1251,2008-06-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1252,2008-06-06,0.04456133046063844,"{""type"":""MultiPoint"",""coordinates"":[]}"
1253,2008-06-07,0.6520178536419184,"{""type"":""MultiPoint"",""coordinates"":[]}"
1254,2008-06-08,7.045270041410292,"{""type"":""MultiPoint"",""coordinates"":[]}"
1255,2008-06-09,2.5006246496253284,"{""type"":""MultiPoint"",""coordinates"":[]}"
1256,2008-06-10,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1257,2008-06-11,0.03863409073774074,"{""type"":""MultiPoint"",""coordinates"":[]}"
1258,2008-06-12,4.365947128875903,"{""type"":""MultiPoint"",""coordinates"":[]}"
1259,2008-06-13,0.6613399086194428,"{""type"":""MultiPoint"",""coordinates"":[]}"
1260,2008-06-14,6.776082679438369,"{""type"":""MultiPoint"",""coordinates"":[]}"
1261,2008-06-15,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1262,2008-06-16,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1263,2008-06-17,3.9936273886780347,"{""type"":""MultiPoint"",""coordinates"":[]}"
1264,2008-06-18,1.626945390244154,"{""type"":""MultiPoint"",""coordinates"":[]}"
1265,2008-06-19,3.633923932063638,"{""type"":""MultiPoint"",""coordinates"":[]}"
1266,2008-06-20,1.7327432182054199,"{""type"":""MultiPoint"",""coordinates"":[]}"
1267,2008-06-21,0.16524900988447022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1268,2008-06-22,10.27891953201472,"{""type"":""MultiPoint"",""coordinates"":[]}"
1269,2008-06-23,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1270,2008-06-24,0.5291611926283403,"{""type"":""MultiPoint"",""coordinates"":[]}"
1271,2008-06-25,12.162594302152383,"{""type"":""MultiPoint"",""coordinates"":[]}"
1272,2008-06-26,1.6111643548258423,"{""type"":""MultiPoint"",""coordinates"":[]}"
1273,2008-06-27,2.7979542064025757,"{""type"":""MultiPoint"",""coordinates"":[]}"
1274,2008-06-28,1.886211773417366,"{""type"":""MultiPoint"",""coordinates"":[]}"
1275,2008-06-29,6.094409864747621,"{""type"":""MultiPoint"",""coordinates"":[]}"
1276,2008-06-30,8.515852795837532,"{""type"":""MultiPoint"",""coordinates"":[]}"
1277,2008-07-01,5.595045874190355,"{""type"":""MultiPoint"",""coordinates"":[]}"
1278,2008-07-02,0.5837614070571511,"{""type"":""MultiPoint"",""coordinates"":[]}"
1279,2008-07-03,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1280,2008-07-04,14.830733585805952,"{""type"":""MultiPoint"",""coordinates"":[]}"
1281,2008-07-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1282,2008-07-06,4.432273064657857,"{""type"":""MultiPoint"",""coordinates"":[]}"
1283,2008-07-07,6.751792203070652,"{""type"":""MultiPoint"",""coordinates"":[]}"
1284,2008-07-08,4.653450093283893,"{""type"":""MultiPoint"",""coordinates"":[]}"
1285,2008-07-09,2.692790078805,"{""type"":""MultiPoint"",""coordinates"":[]}"
1286,2008-07-10,0.11868819657787663,"{""type"":""MultiPoint"",""coordinates"":[]}"
1287,2008-07-11,6.630597624277678,"{""type"":""MultiPoint"",""coordinates"":[]}"
1288,2008-07-12,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1289,2008-07-13,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1290,2008-07-14,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1291,2008-07-15,4.256976196086326,"{""type"":""MultiPoint"",""coordinates"":[]}"
1292,2008-07-16,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1293,2008-07-17,2.2943694648993938,"{""type"":""MultiPoint"",""coordinates"":[]}"
1294,2008-07-18,11.08744492173334,"{""type"":""MultiPoint"",""coordinates"":[]}"
1295,2008-07-19,12.019326042486172,"{""type"":""MultiPoint"",""coordinates"":[]}"
1296,2008-07-20,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1297,2008-07-21,0.013623265810055076,"{""type"":""MultiPoint"",""coordinates"":[]}"
1298,2008-07-22,1.0975652250447756,"{""type"":""MultiPoint"",""coordinates"":[]}"
1299,2008-07-23,0.12552796433484908,"{""type"":""MultiPoint"",""coordinates"":[]}"
1300,2008-07-24,7.195810803745095,"{""type"":""MultiPoint"",""coordinates"":[]}"
1301,2008-07-25,13.003273764469508,"{""type"":""MultiPoint"",""coordinates"":[]}"
1302,2008-07-26,5.160600026334851,"{""type"":""MultiPoint"",""coordinates"":[]}"
1303,2008-07-27,0.005537135129629025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1304,2008-07-28,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1305,2008-07-29,0.006460608966326227,"{""type"":""MultiPoint"",""coordinates"":[]}"
1306,2008-07-30,1.5881356536355282,"{""type"":""MultiPoint"",""coordinates"":[]}"
1307,2008-07-31,6.338499622763269,"{""type"":""MultiPoint"",""coordinates"":[]}"
1308,2008-08-01,0.8479993598886181,"{""type"":""MultiPoint"",""coordinates"":[]}"
1309,2008-08-02,0.15004939959701633,"{""type"":""MultiPoint"",""coordinates"":[]}"
1310,2008-08-03,24.52558155947162,"{""type"":""MultiPoint"",""coordinates"":[]}"
1311,2008-08-04,2.474386207234845,"{""type"":""MultiPoint"",""coordinates"":[]}"
1312,2008-08-05,4.759688079314504,"{""type"":""MultiPoint"",""coordinates"":[]}"
1313,2008-08-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1314,2008-08-07,0.11641339197440831,"{""type"":""MultiPoint"",""coordinates"":[]}"
1315,2008-08-08,0.4892665033271865,"{""type"":""MultiPoint"",""coordinates"":[]}"
1316,2008-08-09,5.868203433472751,"{""type"":""MultiPoint"",""coordinates"":[]}"
1317,2008-08-10,0.07697195956111218,"{""type"":""MultiPoint"",""coordinates"":[]}"
1318,2008-08-11,9.42379635632359,"{""type"":""MultiPoint"",""coordinates"":[]}"
1319,2008-08-12,5.737952263819906,"{""type"":""MultiPoint"",""coordinates"":[]}"
1320,2008-08-13,0.7152825847895229,"{""type"":""MultiPoint"",""coordinates"":[]}"
1321,2008-08-14,0.44653000596136083,"{""type"":""MultiPoint"",""coordinates"":[]}"
1322,2008-08-15,2.1375506899111785,"{""type"":""MultiPoint"",""coordinates"":[]}"
1323,2008-08-16,22.919106004545505,"{""type"":""MultiPoint"",""coordinates"":[]}"
1324,2008-08-17,8.453066095118592,"{""type"":""MultiPoint"",""coordinates"":[]}"
1325,2008-08-18,37.78168882409571,"{""type"":""MultiPoint"",""coordinates"":[]}"
1326,2008-08-19,3.7074948694513528,"{""type"":""MultiPoint"",""coordinates"":[]}"
1327,2008-08-20,3.904043545475598,"{""type"":""MultiPoint"",""coordinates"":[]}"
1328,2008-08-21,4.437912964587144,"{""type"":""MultiPoint"",""coordinates"":[]}"
1329,2008-08-22,3.408398007578523,"{""type"":""MultiPoint"",""coordinates"":[]}"
1330,2008-08-23,0.43570228553725343,"{""type"":""MultiPoint"",""coordinates"":[]}"
1331,2008-08-24,7.6450094052227815,"{""type"":""MultiPoint"",""coordinates"":[]}"
1332,2008-08-25,9.139438583008435,"{""type"":""MultiPoint"",""coordinates"":[]}"
1333,2008-08-26,11.833064520552506,"{""type"":""MultiPoint"",""coordinates"":[]}"
1334,2008-08-27,0.01336423111019371,"{""type"":""MultiPoint"",""coordinates"":[]}"
1335,2008-08-28,12.252561829741326,"{""type"":""MultiPoint"",""coordinates"":[]}"
1336,2008-08-29,3.962292105565851,"{""type"":""MultiPoint"",""coordinates"":[]}"
1337,2008-08-30,4.119831130721597,"{""type"":""MultiPoint"",""coordinates"":[]}"
1338,2008-08-31,19.44867631232782,"{""type"":""MultiPoint"",""coordinates"":[]}"
1339,2008-09-01,1.0531434422157504,"{""type"":""MultiPoint"",""coordinates"":[]}"
1340,2008-09-02,1.6863510622176927,"{""type"":""MultiPoint"",""coordinates"":[]}"
1341,2008-09-03,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1342,2008-09-04,8.097734833034199,"{""type"":""MultiPoint"",""coordinates"":[]}"
1343,2008-09-05,1.2504038186044935,"{""type"":""MultiPoint"",""coordinates"":[]}"
1344,2008-09-06,0.9950114364949972,"{""type"":""MultiPoint"",""coordinates"":[]}"
1345,2008-09-07,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1346,2008-09-08,0.046995204462902555,"{""type"":""MultiPoint"",""coordinates"":[]}"
1347,2008-09-09,3.1045518183624097,"{""type"":""MultiPoint"",""coordinates"":[]}"
1348,2008-09-10,0.9197985379217775,"{""type"":""MultiPoint"",""coordinates"":[]}"
1349,2008-09-11,0.5259258498211359,"{""type"":""MultiPoint"",""coordinates"":[]}"
1350,2008-09-12,18.478005886053936,"{""type"":""MultiPoint"",""coordinates"":[]}"
1351,2008-09-13,0.252963069047229,"{""type"":""MultiPoint"",""coordinates"":[]}"
1352,2008-09-14,3.96351680418386,"{""type"":""MultiPoint"",""coordinates"":[]}"
1353,2008-09-15,12.589834081009062,"{""type"":""MultiPoint"",""coordinates"":[]}"
1354,2008-09-16,0.06733555208182165,"{""type"":""MultiPoint"",""coordinates"":[]}"
1355,2008-09-17,0.3680886130260169,"{""type"":""MultiPoint"",""coordinates"":[]}"
1356,2008-09-18,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1357,2008-09-19,0.10689616162310321,"{""type"":""MultiPoint"",""coordinates"":[]}"
1358,2008-09-20,1.803763002147112,"{""type"":""MultiPoint"",""coordinates"":[]}"
1359,2008-09-21,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1360,2008-09-22,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1361,2008-09-23,0.10565753122156553,"{""type"":""MultiPoint"",""coordinates"":[]}"
1362,2008-09-24,0.36783030386425697,"{""type"":""MultiPoint"",""coordinates"":[]}"
1363,2008-09-25,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1364,2008-09-26,0.13237597914267318,"{""type"":""MultiPoint"",""coordinates"":[]}"
1365,2008-09-27,0.6972945729614651,"{""type"":""MultiPoint"",""coordinates"":[]}"
1366,2008-09-28,0.4862358106838871,"{""type"":""MultiPoint"",""coordinates"":[]}"
1367,2008-09-29,0.13692645802260675,"{""type"":""MultiPoint"",""coordinates"":[]}"
1368,2008-09-30,0.774416126215906,"{""type"":""MultiPoint"",""coordinates"":[]}"
1369,2008-10-01,0.5404827702368784,"{""type"":""MultiPoint"",""coordinates"":[]}"
1370,2008-10-02,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1371,2008-10-03,1.2953579243985098,"{""type"":""MultiPoint"",""coordinates"":[]}"
1372,2008-10-04,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1373,2008-10-05,2.6352408699856547,"{""type"":""MultiPoint"",""coordinates"":[]}"
1374,2008-10-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1375,2008-10-07,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1376,2008-10-08,0.019792351942848462,"{""type"":""MultiPoint"",""coordinates"":[]}"
1377,2008-10-09,1.5375753268796835,"{""type"":""MultiPoint"",""coordinates"":[]}"
1378,2008-10-10,0.8587316051178833,"{""type"":""MultiPoint"",""coordinates"":[]}"
1379,2008-10-11,0.36236989554143334,"{""type"":""MultiPoint"",""coordinates"":[]}"
1380,2008-10-12,1.9452651627970803,"{""type"":""MultiPoint"",""coordinates"":[]}"
1381,2008-10-13,1.4857697328941284,"{""type"":""MultiPoint"",""coordinates"":[]}"
1382,2008-10-14,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1383,2008-10-15,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1384,2008-10-16,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1385,2008-10-17,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1386,2008-10-18,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1387,2008-10-19,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1388,2008-10-20,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1389,2008-10-21,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1390,2008-10-22,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1391,2008-10-23,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1392,2008-10-24,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1393,2008-10-25,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1394,2008-10-26,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1395,2008-10-27,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1396,2008-10-28,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1397,2008-10-29,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1398,2008-10-30,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1399,2008-10-31,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1400,2008-11-01,0.0028788072946097933,"{""type"":""MultiPoint"",""coordinates"":[]}"
1401,2008-11-02,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1402,2008-11-03,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1403,2008-11-04,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1404,2008-11-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1405,2008-11-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1406,2008-11-07,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1407,2008-11-08,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1408,2008-11-09,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1409,2008-11-10,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1410,2008-11-11,9.030599147554806E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
1411,2008-11-12,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1412,2008-11-13,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1413,2008-11-14,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1414,2008-11-15,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1415,2008-11-16,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1416,2008-11-17,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1417,2008-11-18,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1418,2008-11-19,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1419,2008-11-20,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1420,2008-11-21,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1421,2008-11-22,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1422,2008-11-23,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1423,2008-11-24,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1424,2008-11-25,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1425,2008-11-26,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1426,2008-11-27,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1427,2008-11-28,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1428,2008-11-29,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1429,2008-11-30,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1430,2008-12-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1431,2008-12-02,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1432,2008-12-03,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1433,2008-12-04,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1434,2008-12-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1435,2008-12-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1436,2008-12-07,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1437,2008-12-08,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1438,2008-12-09,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1439,2008-12-10,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1440,2008-12-11,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1441,2008-12-12,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1442,2008-12-13,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1443,2008-12-14,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1444,2008-12-15,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1445,2008-12-16,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1446,2008-12-17,0.0020850687830028664,"{""type"":""MultiPoint"",""coordinates"":[]}"
1447,2008-12-18,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1448,2008-12-19,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1449,2008-12-20,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1450,2008-12-21,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1451,2008-12-22,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1452,2008-12-23,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1453,2008-12-24,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1454,2008-12-25,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1455,2008-12-26,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1456,2008-12-27,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1457,2008-12-28,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1458,2008-12-29,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1459,2008-12-30,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1460,2008-12-31,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1461,2009-01-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1462,2009-01-02,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1463,2009-01-03,2.070937718363355E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
1464,2009-01-04,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1465,2009-01-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1466,2009-01-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1467,2009-01-07,4.8520023902729876E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1468,2009-01-08,8.361671026092974E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
1469,2009-01-09,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1470,2009-01-10,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1471,2009-01-11,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1472,2009-01-12,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1473,2009-01-13,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1474,2009-01-14,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1475,2009-01-15,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1476,2009-01-16,3.158852713453137E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
1477,2009-01-17,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1478,2009-01-18,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1479,2009-01-19,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1480,2009-01-20,9.655449280527448E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
1481,2009-01-21,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1482,2009-01-22,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1483,2009-01-23,2.987069409646E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
1484,2009-01-24,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1485,2009-01-25,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1486,2009-01-26,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1487,2009-01-27,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1488,2009-01-28,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1489,2009-01-29,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1490,2009-01-30,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1491,2009-01-31,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1492,2009-02-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1493,2009-02-02,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1494,2009-02-03,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1495,2009-02-04,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1496,2009-02-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1497,2009-02-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1498,2009-02-07,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1499,2009-02-08,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1500,2009-02-09,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1501,2009-02-10,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1502,2009-02-11,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1503,2009-02-12,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1504,2009-02-13,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1505,2009-02-14,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1506,2009-02-15,5.167033384755489E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1507,2009-02-16,8.728927993407562E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
1508,2009-02-17,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1509,2009-02-18,0.002851061368136539,"{""type"":""MultiPoint"",""coordinates"":[]}"
1510,2009-02-19,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1511,2009-02-20,0.0012714900346795467,"{""type"":""MultiPoint"",""coordinates"":[]}"
1512,2009-02-21,8.842405209324141E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
1513,2009-02-22,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1514,2009-02-23,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1515,2009-02-24,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1516,2009-02-25,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1517,2009-02-26,1.0042870710061907E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1518,2009-02-27,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
